# SPIKE SUSCEPTIBILITY SIMULATION
# -------------------------------
#
# N_neurons = 1000000
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.003
# f_low = 0
# f_high = 50
#
# Data format:
# Frequency, Re(Suscept_1), Im(Suscept_1), Re(Suscept_2), Im(Suscept_2)
#
0.71,1.98149,-0.524798,0.00367961,0.00400676
0.712,1.99405,-0.518479,0.00176892,0.00433128
0.714,1.99052,-0.508593,0.000174431,0.0020003
0.716,1.99725,-0.504045,0.00241279,0.0017728
0.718,1.99458,-0.491869,-0.000602377,0.0017547
0.72,1.99313,-0.480801,0.00489425,-0.00113511
0.722,1.99197,-0.488584,0.00121171,-0.00119751
0.724,2.00923,-0.475812,0.00550909,0.00145237
0.726,1.99926,-0.479884,0.000639117,0.00291297
0.728,2.0013,-0.475785,0.0014646,0.00124983
0.73,2.00156,-0.476698,0.00578217,0.000344437
0.732,2.0098,-0.466059,0.0032551,-0.00231508
0.734,2.00949,-0.455106,0.00396897,-0.000754443
0.736,2.01042,-0.456971,0.0016261,0.000881929
0.738,2.00556,-0.443398,0.00180596,0.00403565
0.74,2.00814,-0.447483,0.00483264,0.00335094
0.742,2.01642,-0.440776,0.00240586,-0.00123777
0.744,2.03018,-0.447705,0.00577848,0.002192
0.746,2.01872,-0.436787,0.00322131,0.00274205
0.748,2.02558,-0.444006,0.00602003,0.000845987
0.75,2.02259,-0.426428,0.0054918,8.79191e-05
0.752,2.03329,-0.439611,0.00309224,0.00201574
0.754,2.03338,-0.432573,0.00640097,-0.000420589
0.756,2.0428,-0.425276,0.00284944,-0.000790572
0.758,2.04403,-0.420635,0.00463162,0.000527202
0.76,2.05475,-0.417006,0.00416276,0.00238279
0.762,2.04782,-0.418335,0.00290558,-0.00220185
0.764,2.04891,-0.42139,0.00212933,0.0038899
0.766,2.0506,-0.412691,0.00345355,-0.000871892
0.768,2.06206,-0.411834,0.00526992,0.00334482
0.77,2.05851,-0.406287,0.00572453,0.000394147
0.772,2.06617,-0.391951,0.0048385,0.00380625
0.774,2.06969,-0.400533,0.00624278,-0.000754582
0.776,2.07396,-0.398751,0.00477221,0.00214388
0.778,2.07773,-0.39821,0.00617503,0.00508518
0.78,2.08129,-0.401095,0.00544887,0.000752177
0.782,2.09061,-0.391933,0.0054563,-0.000569796
0.784,2.0876,-0.401204,0.00377475,0.00302364
0.786,2.08435,-0.390391,0.0074152,0.000656004
0.788,2.09942,-0.384386,0.0037865,-0.000327827
