# FiringRateSimulation
#
# Neuron parameters: 
# mu = 1.1
# D = 0.001
#
# TimeFrame: 
# t_0 = 0
# t_end = 500
# dt = 0.01
#
# Signal parameters: 
# type = white noise
# alpha = 0.02
# f_low = 0
# f_high = 50
#
# Data format:
# Time, Firing rate
#
14.64,0.380076
14.65,0.40008
14.66,0.440088
14.67,0.260052
14.68,0.45009
14.69,0.370074
14.7,0.35007
14.71,0.40008
14.72,0.490098
14.73,0.35007
14.74,0.45009
14.75,0.430086
14.76,0.40008
14.77,0.380076
14.78,0.30006
14.79,0.390078
14.8,0.330066
14.81,0.390078
14.82,0.30006
14.83,0.480096
14.84,0.390078
14.85,0.240048
14.86,0.330066
14.87,0.320064
14.88,0.360072
14.89,0.390078
14.9,0.360072
14.91,0.370074
14.92,0.330066
14.93,0.310062
14.94,0.390078
14.95,0.35007
14.96,0.370074
14.97,0.420084
14.98,0.270054
14.99,0.30006
15,0.220044
15.01,0.420084
15.02,0.370074
15.03,0.230046
15.04,0.280056
15.05,0.330066
15.06,0.270054
15.07,0.280056
15.08,0.280056
15.09,0.320064
15.1,0.380076
15.11,0.280056
15.12,0.310062
15.13,0.30006
15.14,0.180036
15.15,0.320064
15.16,0.40008
15.17,0.360072
15.18,0.280056
15.19,0.330066
15.2,0.30006
15.21,0.240048
15.22,0.320064
